,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,has_company,has_agent,had_previous_cancellation,has_special_requests,has_booking_changes,needs_parking,log_lead_time,total_nights,country_freq,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Other,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party,season_Ete,season_Hiver,season_Printemps
117964,-0.9182375199847058,2017,0.3584955057367008,10,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.3498612917478103,0,2,0,1,0,1,0,0,-1.1808406709987305,-0.1664004731636635,0.00853580529136038,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
88867,-0.8901203677205747,2016,-0.5233813828993567,11,2,1,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5853236273347373,0,0,0,0,0,0,0,0,-0.9587616724709769,-0.5604224810177207,0.08782232102597444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
33794,-0.9088651358966621,2017,-1.3317685308157425,2,3,1,0,0,0,0,0,0.0,2,-0.13252631888727007,-1.5204386880653284,0,0,1,0,0,0,1,0,-1.0976990922306853,-0.1664004731636635,0.10131812128393612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
39325,-0.787024142752094,2017,0.43198524645637226,14,0,1,0,0,0,0,0,0.0,0,-0.13252631888727007,1.627780219116948,0,1,0,0,0,1,0,0,-0.4968040685296593,-0.954444488871778,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
37249,2.0246910836610166,2017,-0.3029121607403423,4,5,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.8651504744710308,0,0,0,1,0,0,1,0,1.2010762592394226,1.4096875582525654,0.027998280255444985,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
57752,1.9778291632207983,2016,0.9464134314940724,30,2,2,0,0,0,0,0,0.0,0,3.78980958283825,1.2107975824040638,0,0,0,1,0,0,0,0,1.191301538114327,-0.1664004731636635,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16422,-0.6370659973433948,2015,0.5054749871760437,22,5,2,0,0,0,0,0,3.0,1,-0.13252631888727007,1.5289553342159943,0,0,0,1,0,0,1,0,-0.14414531865495725,1.4096875582525654,0.40728584461478773,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
36918,1.0124736021522969,2017,-0.37640190146001373,28,2,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.9429177362179836,0,1,0,1,0,1,1,0,0.9457023641591643,0.22762153469039376,0.010758889716137286,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
77738,-0.974471824512968,2015,0.8729236907744009,24,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.04400452771891,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.03138533812904376,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
86856,-0.9369822881607932,2016,-0.8908300864977139,7,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.3424627393514303,0,0,0,1,0,0,0,0,-1.3903407175006453,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
48244,-0.5527145405510014,2016,-1.1112993086567282,19,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.2204638202109635,0,1,0,1,0,1,0,0,-0.008582633162398557,-0.1664004731636635,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
26743,1.228038436177302,2016,0.3584955057367008,1,6,1,0,0,0,0,0,4.0,3,-0.13252631888727007,1.2264344312807969,1,1,0,1,0,1,1,1,1.0095473322336446,2.19773157396068,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
89022,-0.49648023602273916,2016,-0.5233813828993567,10,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6395313701074121,0,2,0,1,0,1,0,0,0.06775410248483327,1.0156655503985081,0.017784675398215242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
49851,1.509209958818613,2016,-0.743850605058371,20,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.019301195898944957,0,0,0,1,0,0,0,0,1.0840548736381723,0.22762153469039376,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
50426,0.8437706885675104,2016,-0.6703608643386995,30,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.08911428964640501,0,1,0,1,0,1,0,0,0.8907281247136124,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
57959,-0.5245973882868703,2016,1.019903172213744,4,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.12664272695056455,0,1,0,1,0,1,0,0,0.03075488532222833,-0.1664004731636635,0.03138533812904376,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
100378,-0.374639242878171,2016,1.2403723943727583,25,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.33349761266210315,0,1,0,1,0,1,0,0,0.20669152224454115,-0.5604224810177207,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
21513,-0.815141295016225,2016,-1.258278790096071,28,1,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-1.2285508423663094,0,0,0,1,0,0,1,0,-0.5927839773518792,-0.1664004731636635,0.027998280255444985,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
63105,-0.49648023602273916,2017,-1.6257274936944284,31,5,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.7214999561234422,0,0,0,1,0,0,0,0,0.06775410248483327,0.621643542544451,0.008493860302213647,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
109854,0.6844401590707674,2017,-0.8908300864977139,15,1,2,0,0,0,0,0,0.0,1,-0.13252631888727007,0.07097554494939445,0,1,0,1,0,1,1,0,0.8339336677131521,-0.1664004731636635,0.010758889716137286,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
117380,-0.8526308313683999,2017,0.28500576501702934,30,2,3,0,0,0,0,0,3.0,0,-0.13252631888727007,2.1385839490902314,0,1,0,1,0,1,0,0,-0.7492616259690625,0.22762153469039376,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
19516,-0.9088651358966621,2015,1.8282903201301297,24,1,2,2,0,0,0,0,2.0,1,-0.13252631888727007,0.9814571322119774,0,0,0,1,0,0,1,0,-1.0976990922306853,-0.954444488871778,0.40728584461478773,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18238,-0.6839279177836133,2015,1.3138621350924296,2,10,2,0,0,0,0,0,0.0,4,-0.13252631888727007,-1.2243810159991806,0,0,1,1,0,0,1,0,-0.2345410021713492,3.773819605376909,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83725,-0.6089488450792636,2016,-1.4787480122550856,8,1,3,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.06225040748037208,0,2,0,1,0,1,0,0,-0.09560358241164106,-0.5604224810177207,0.008493860302213647,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
51636,-0.8432584472803561,2016,-0.37640190146001373,23,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5227762318278046,0,0,0,1,0,0,0,0,-0.706304115031574,-0.1664004731636635,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
57880,-0.6558107655194821,2016,1.019903172213744,2,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.12664272695056455,0,2,0,1,0,1,0,0,-0.1787451611796863,-0.1664004731636635,0.005536738567368896,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
79769,-0.8713755995444873,2015,1.3138621350924296,3,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.12354685507716603,1,1,0,1,0,1,0,1,-0.8452415347912821,-0.954444488871778,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
81304,-0.8994927518086184,2015,1.6078210979711154,4,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.3737364371048966,0,2,1,0,0,1,0,0,-1.024363022381547,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
58139,-0.6745555336955695,2016,1.019903172213744,6,3,3,0,0,0,0,0,3.0,0,-0.13252631888727007,1.552723344508629,0,0,0,1,0,0,0,0,-0.2153814305336948,0.22762153469039376,0.027998280255444985,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6842,1.6779128724033998,2016,0.064536542858015,5,8,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.31428491347136245,0,0,0,1,0,0,0,0,1.1248238517494291,2.5917535818147375,0.10131812128393612,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
45984,0.2814276432848882,2015,1.6078210979711154,4,2,2,0,0,0,0,0,0.0,0,5.04040943556233,-0.7698699419821367,0,0,0,1,0,0,0,0,0.6617690899065682,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
15030,-0.14032964067707848,2015,1.9017800608498012,30,4,3,0,0,1,0,1,0.0,3,-0.13252631888727007,0.6793532119134925,0,1,0,0,0,1,1,0,0.40931153246716506,0.22762153469039376,0.40728584461478773,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
53125,2.2496283017740657,2016,-0.15593267930099936,16,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,1.245970434096049,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
97565,1.7060300246675308,2016,0.7994339500547295,16,2,1,0,0,0,0,0,0.0,1,2.368673386560888,-0.2277925142553871,0,0,0,1,0,0,1,0,1.1313665068511258,-0.5604224810177207,0.03138533812904376,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12239,0.29080002737293187,2017,-0.15593267930099936,19,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.25173751796442984,0,2,0,1,0,1,0,0,0.6663642173903899,0.621643542544451,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
97969,-0.9463546722488368,2016,0.8729236907744009,22,1,2,0,0,0,0,0,4.0,0,-0.13252631888727007,2.6702368108991585,0,0,0,1,0,0,0,0,-1.5292781372603534,-0.954444488871778,0.08782232102597444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82950,-0.974471824512968,2016,-1.8461967158534427,4,3,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-1.2702491060375978,0,0,0,1,0,0,1,0,-2.3924362273196893,0.22762153469039376,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
14527,-0.9650994404249243,2016,-0.8908300864977139,7,3,2,1,0,0,0,0,3.0,1,-0.13252631888727007,-0.5613786236256946,0,1,0,1,0,1,1,0,-1.9608571822900212,-0.1664004731636635,0.0040581776999465205,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
61103,1.9778291632207983,2016,1.6078210979711154,2,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.0409086558455114,0,0,0,1,0,0,0,0,1.191301538114327,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
74494,2.071553004101235,2015,0.725944209335058,7,1,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,1,0,0,0,1.2106998966956621,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12560,1.2374108202653458,2017,-0.00895319786165646,4,5,3,1,0,0,0,0,7.0,0,-0.13252631888727007,2.0418439773728423,0,0,0,1,0,0,0,0,1.0121800505240621,1.4096875582525654,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
90672,0.13146949787618892,2016,-0.22942242002067081,6,3,1,0,0,0,0,0,0.0,1,-0.13252631888727007,0.16834099062185298,0,0,0,1,0,0,1,0,0.5832226386223447,0.22762153469039376,0.005264096137915124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
68988,-0.8526308313683999,2017,-0.44989164217968514,24,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.06099945957023339,0,0,0,1,0,0,0,0,-0.7492616259690625,-0.1664004731636635,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
103572,-0.6089488450792636,2016,1.9017800608498012,27,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.7698699419821367,0,1,0,1,0,1,0,0,-0.09560358241164106,-0.954444488871778,0.018392877740842885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
41078,-0.974471824512968,2015,0.43198524645637226,12,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.0640953314436319,0,1,0,1,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
47369,-0.8245136791042688,2016,-1.405258271535414,17,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.47798209628311766,0,0,0,1,0,0,0,0,-0.6283729176986143,0.22762153469039376,0.08782232102597444,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
65613,-0.39338401105425846,2017,-0.9643198272173853,6,3,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.6895692865129583,0,0,0,0,0,0,0,0,0.18723253393941167,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
95528,2.0246910836610166,2016,0.5054749871760437,18,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.272586649800074,0,1,0,1,0,1,0,0,1.2010762592394226,-0.5604224810177207,0.061449409099965394,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
63099,-0.5995764609912199,2017,-1.6257274936944284,31,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.29033990976231977,0,1,0,1,0,1,0,0,-0.08022904946983313,-0.1664004731636635,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
104755,-0.974471824512968,2017,-1.7727069751337712,21,1,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.29033990976231977,0,0,0,1,0,0,1,0,-2.3924362273196893,-0.954444488871778,0.061449409099965394,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
60117,-0.8713755995444873,2016,1.3138621350924296,5,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5853236273347373,0,1,0,1,0,1,0,0,-0.8452415347912821,-0.954444488871778,0.10131812128393612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
63801,-0.8338860631923125,2017,-1.405258271535414,21,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6364354982340136,0,0,0,1,0,0,0,0,-0.6661200472010173,0.22762153469039376,0.018392877740842885,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
28948,1.5560718792588315,2016,1.0933929129334152,14,2,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-0.1792140370783361,0,2,0,1,0,1,0,0,1.0956499377352615,-0.1664004731636635,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
28793,0.5438543977501118,2016,1.019903172213744,4,5,2,0,0,0,0,0,4.0,2,-0.13252631888727007,-0.29325878821930995,0,1,0,1,0,1,1,0,0.779120851665994,1.4096875582525654,0.027998280255444985,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5024,0.6000887022783741,2016,-0.8173403457780424,12,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.3320381734336082,0,0,0,1,0,0,0,0,0.8016282521706836,-0.5604224810177207,0.40728584461478773,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7186,0.009628504731620774,2016,0.28500576501702934,25,5,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.7729658138555352,0,0,0,1,0,0,0,0,0.511193257496266,1.803709566106623,0.40728584461478773,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
24303,-0.13095725658903476,2016,-0.5233813828993567,10,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.707322546475204,0,0,0,1,0,0,0,0,0.4161915687464558,1.4096875582525654,0.019787548629971792,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
133,-0.974471824512968,2015,0.064536542858015,5,0,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.3508023920856881,0,0,0,1,0,0,1,0,-2.3924362273196893,-0.954444488871778,0.07105481161456749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
16095,-0.14970202476512218,2015,0.3584955057367008,7,6,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.31428491347136245,1,1,0,0,0,1,0,1,0.4023546226834841,1.803709566106623,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
101076,-0.280915401997734,2016,1.3138621350924296,4,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.17358477148271226,0,3,0,1,0,1,0,0,0.29579139478747,-0.5604224810177207,0.019787548629971792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
90600,-0.9650994404249243,2016,-0.22942242002067081,8,1,2,1,0,0,0,0,3.0,0,-0.13252631888727007,0.7729658138555352,0,2,0,1,0,1,0,0,-1.9608571822900212,-0.954444488871778,0.010758889716137286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
37229,-0.8432584472803561,2017,-0.3029121607403423,10,1,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-0.18609425058409867,0,0,0,1,0,0,0,0,-0.706304115031574,-0.954444488871778,0.027998280255444985,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
66725,0.8906326090077288,2017,-0.743850605058371,23,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.3087885020315912,0,2,0,1,0,1,0,0,0.9064919274074029,1.4096875582525654,0.005536738567368896,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
83283,-0.6558107655194821,2016,-1.6257274936944284,26,1,1,0,0,0,0,0,0.0,1,0.7201553988791474,-0.894964732996002,0,0,0,1,0,0,1,0,-0.1787451611796863,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111306,0.1127247297001015,2017,-0.6703608643386995,6,1,2,0,0,0,0,0,0.0,1,-0.13252631888727007,0.8772114730337562,0,2,0,1,0,1,1,0,0.5726692173636394,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
106382,-0.974471824512968,2017,-1.405258271535414,24,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4988312281187619,0,0,0,0,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.008493860302213647,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
67238,0.6282058545425051,2017,-0.743850605058371,29,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.31428491347136245,0,2,0,1,0,1,0,0,0.8125840236521237,0.621643542544451,0.005264096137915124,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
88316,-0.6651831496075258,2016,-0.6703608643386995,29,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.8021545984254372,0,0,0,1,0,0,0,0,-0.19679387266894618,0.621643542544451,0.005264096137915124,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
58500,3.346197240075179,2016,1.0933929129334152,13,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,1.4277931708169318,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
92279,0.33766194781315034,2016,-0.00895319786165646,2,1,3,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5582197559483996,0,3,0,1,0,1,0,0,0.6888445272888568,-0.5604224810177207,0.01751203296876147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
48031,-0.34652209061403993,2016,-1.1112993086567282,13,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4925764885680687,0,0,0,1,0,0,0,0,0.23478517236072188,-0.5604224810177207,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
26095,-0.974471824512968,2016,0.21151602429735789,21,0,2,0,0,1,0,0,3.0,0,-0.13252631888727007,-2.1250635112990106,0,0,0,1,0,0,0,0,-2.3924362273196893,-1.3484664967258353,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
49269,-0.2527982497336029,2016,-0.8908300864977139,8,6,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4414961155707403,0,0,0,1,0,0,0,0,0.32021165992423617,1.803709566106623,0.01751203296876147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
90215,-0.974471824512968,2017,-1.8461967158534427,13,1,1,0,0,1,0,1,4.0,0,-0.13252631888727007,-0.5613786236256946,1,2,1,0,0,1,0,1,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36462,1.7622643291957931,2017,-0.5233813828993567,15,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6041193438887651,0,0,0,1,0,0,0,0,1.1442491101621908,1.4096875582525654,0.10131812128393612,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
67479,0.4126410205175,2017,-0.6703608643386995,4,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,0,0,0.7232056286496117,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
88947,-0.974471824512968,2016,-0.5233813828993567,14,1,2,2,0,0,0,0,5.0,0,-0.13252631888727007,2.4825946243783608,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
95715,0.7031849272468548,2016,0.5789647278957152,22,0,3,0,0,0,0,0,3.0,0,-0.13252631888727007,0.7458619424691975,0,0,0,1,0,0,0,0,0.8408905774968332,-0.954444488871778,0.10131812128393612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
68196,0.00025612064357707166,2017,-0.5233813828993567,15,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,1.2107975824040638,0,0,0,0,0,0,0,0,0.5052914412893846,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
85459,-0.40275639514230216,2016,-1.1847890493763997,12,2,1,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.40605259145014505,0,1,0,1,0,1,0,0,0.17727013023625113,0.22762153469039376,0.019787548629971792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6564,-0.34652209061403993,2016,-0.15593267930099936,18,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.8146640775268236,0,0,0,1,0,0,0,0,0.23478517236072188,-0.954444488871778,0.07105481161456749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
29680,-0.1778191770292533,2016,1.2403723943727583,24,7,2,0,0,0,0,0,3.0,1,-0.13252631888727007,-0.7606963239744533,0,1,0,1,0,1,1,0,0.38100497862245564,2.5917535818147375,0.0006501473317743779,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8205,-0.9088651358966621,2016,0.7994339500547295,17,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.1065519232258427,0,0,0,1,0,0,0,0,-1.0976990922306853,-0.954444488871778,0.07105481161456749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
17197,0.5157372454859808,2015,0.8729236907744009,23,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5002906673472568,0,0,0,1,0,0,0,0,0.7675545076476947,1.4096875582525654,0.061449409099965394,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
68700,0.5719715500142429,2017,-0.5233813828993567,19,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,2.5659911517209375,0,0,0,0,0,0,0,0,0.7904762475171625,0.22762153469039376,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
117113,0.24393810693271334,2017,0.21151602429735789,28,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6426902377847071,0,0,0,1,0,0,0,0,0.6430417549735444,-0.5604224810177207,0.10131812128393612,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
24325,-0.9463546722488368,2016,-0.44989164217968514,16,0,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-1.0826069195168,0,0,1,0,0,0,1,0,-1.5292781372603534,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55055,2.6901303539121195,2016,0.3584955057367008,4,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,1.3254920204112322,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1066,-0.4589906996705644,2015,0.43198524645637226,12,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6522493405271553,0,0,0,1,0,0,0,0,0.11389646409027386,1.4096875582525654,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10219,-0.9557270563368806,2017,-1.405258271535414,20,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-1.0200595240098673,0,1,0,0,0,1,0,0,-1.7083996248506181,0.22762153469039376,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9114,0.1502142660522763,2016,1.2403723943727583,28,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.707322546475204,0,0,0,1,0,0,0,0,0.5936001613141577,-0.954444488871778,0.00853580529136038,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
42976,0.6188334704544615,2015,0.725944209335058,12,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.10478263642508612,0,1,0,1,0,1,0,0,0.808953477225688,-0.954444488871778,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
